1554134400000 4.93 4.93 4.93 4.93 332
1554134400000 4.93 4.93 4.93 4.93 996
1554134460000 4.93 4.93 4.93 4.93 909
1554134460000 4.93 4.93 4.93 4.93 2727
1554134520000 4.93 4.93 4.93 4.93 291
1554134520000 4.93 4.93 4.93 4.93 873
1554134580000 4.93 4.93 4.93 4.93 685
1554134580000 4.93 4.93 4.93 4.93 2055
1554134640000 4.93 4.93 4.93 4.93 120
1554134640000 4.93 4.94 4.93 4.94 360
1554134640000 4.93 4.94 4.93 4.93 600
1554134700000 4.93 4.93 4.93 4.93 166
1554134700000 4.93 4.93 4.93 4.93 498
1554134760000 4.93 4.93 4.93 4.93 826
1554134760000 4.93 4.93 4.93 4.93 2478
1554134820000 4.93 4.93 4.93 4.93 0
1554134820000 4.93 4.93 4.93 4.93 0
1554134880000 4.93 4.93 4.93 4.93 151
1554134880000 4.93 4.93 4.93 4.93 453
1554134940000 4.93 4.93 4.93 4.93 428
1554134940000 4.93 4.93 4.93 4.93 1284
1554135000000 4.93 4.93 4.93 4.93 16
1554135000000 4.93 4.93 4.93 4.93 48
1554135060000 4.93 4.93 4.93 4.93 7
1554135060000 4.93 4.93 4.93 4.93 21
1554135120000 4.93 4.93 4.93 4.93 31
1554135120000 4.93 4.93 4.93 4.93 93
1554135180000 4.93 4.93 4.93 4.93 7
1554135180000 4.93 4.93 4.93 4.93 21
1554135240000 4.93 4.93 4.93 4.93 11
1554135240000 4.93 4.93 4.93 4.93 33
1554135300000 4.93 4.93 4.93 4.93 401
1554135300000 4.93 4.93 4.93 4.93 1203
1554135360000 4.93 4.93 4.93 4.93 25
1554135360000 4.93 4.93 4.93 4.93 75
1554135420000 4.93 4.93 4.93 4.93 33
1554135420000 4.93 4.93 4.93 4.93 99
1554135480000 4.93 4.93 4.93 4.93 883
1554135480000 4.93 4.93 4.93 4.93 2649
1554135540000 4.93 4.93 4.93 4.93 151
1554135540000 4.93 4.93 4.93 4.93 453
1554135600000 4.93 4.93 4.93 4.93 593
1554135600000 4.93 4.93 4.93 4.93 1779
1554135660000 4.93 4.93 4.93 4.93 12
1554135660000 4.93 4.93 4.93 4.93 36
1554135720000 4.93 4.93 4.93 4.93 6
1554135720000 4.93 4.93 4.93 4.93 18
1554135780000 4.93 4.93 4.93 4.93 0
1554135780000 4.93 4.93 4.93 4.93 0
1554135840000 4.93 4.93 4.93 4.93 2
1554135840000 4.93 4.93 4.93 4.93 6
1554135900000 4.93 4.93 4.93 4.93 287
1554135900000 4.93 4.93 4.93 4.93 861
1554135960000 4.93 4.93 4.93 4.93 16
1554135960000 4.93 4.93 4.93 4.93 48
1554136020000 4.93 4.93 4.93 4.93 116
1554136020000 4.93 4.94 4.93 4.94 348
1554136080000 4.94 4.94 4.94 4.94 663
1554136080000 4.94 4.94 4.93 4.93 1989
1554136140000 4.93 4.93 4.93 4.93 180
1554136140000 4.93 4.93 4.93 4.93 540
1554136200000 4.93 4.93 4.93 4.93 586
1554136200000 4.93 4.93 4.93 4.93 1758
1554136260000 4.93 4.93 4.93 4.93 21
1554136260000 4.93 4.93 4.93 4.93 63
1554136320000 4.93 4.93 4.93 4.93 8
1554136320000 4.93 4.93 4.93 4.93 24
1554136380000 4.93 4.93 4.93 4.93 99
1554136380000 4.93 4.94 4.93 4.94 297
1554136440000 4.94 4.94 4.94 4.94 227
1554136440000 4.94 4.94 4.93 4.93 681
1554136440000 4.94 4.94 4.93 4.94 1135
1554136500000 4.93 4.93 4.93 4.93 106
1554136500000 4.93 4.94 4.93 4.94 318
1554136560000 4.94 4.94 4.94 4.94 592
1554136560000 4.94 4.94 4.94 4.94 1776
1554136620000 4.94 4.94 4.94 4.94 6
1554136620000 4.94 4.94 4.94 4.94 18
1554136680000 4.94 4.94 4.94 4.94 131
1554136680000 4.94 4.94 4.93 4.93 393
1554136740000 4.93 4.93 4.93 4.93 529
1554136740000 4.93 4.93 4.93 4.93 1587
1554136800000 4.93 4.93 4.93 4.93 702
1554136800000 4.93 4.94 4.93 4.94 2106
1554136860000 4.94 4.94 4.94 4.94 17
1554136860000 4.94 4.94 4.94 4.94 51
1554136920000 4.94 4.94 4.94 4.94 0
1554136920000 4.94 4.94 4.94 4.94 0
1554136980000 4.94 4.94 4.94 4.94 141
1554136980000 4.94 4.94 4.94 4.94 423
1554137040000 4.94 4.94 4.94 4.94 699
